names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Trever Nehls,"Fort Bend County, Texas",https://ballotpedia.org/Trever_Nehls,Judicial offices,Judicial,County,,Lost,"245,910","119,082",0.484,https://trevernehls.com,,,TreverNehls,Republican Party,,2.0,,1.0,,1.0,,,1.0,,2,8,0,5,3,0,1501,495,40.495,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Surendran Pattel,"Fort Bend County, Texas",https://ballotpedia.org/Surendran_Pattel,Judicial offices,Judicial,County,,Won,"243,330","121,762",0.5,https://surendran4judge.com/,surendran4judge,,,Democratic Party,15.0,67.0,3.0,7.0,1.0,7.0,,,2.0,,7,175,10,91,17,57,1361,443,58.51285714,57.0,,7.0,7.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edward Krenek,"Fort Bend County, Texas",https://ballotpedia.org/Edward_Krenek,Judicial offices,Judicial,County,,Lost,"243,330","121,568",0.5,http://edkrenek.com/,,,,Republican Party,,,,,1.0,,,,,,2,1,0,0,1,0,518,233,40.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
R. O'Neil Williams,"Fort Bend County, Texas",https://ballotpedia.org/R._O'Neil_Williams,Judicial offices,Judicial,County,,Lost,"242,461","120,706",0.498,https://oneilwilliamsforjudge.com,,,,Democratic Party,2.0,6.0,,2.0,,2.0,2.0,,,,2,58,18,10,6,24,156,67,18.7,16.0,16.0,,2.0,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Monica Rawlins,"Fort Bend County, Texas",https://ballotpedia.org/Monica_Rawlins,Judicial offices,Judicial,County,,Won,"242,512","121,528",0.501,https://monicarawlins4judge.com,,,,Democratic Party,1.0,,2.0,1.0,,1.0,,,,,1,10,6,2,2,0,19,17,52.19,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter Armatys,"Fort Bend County, Texas",https://ballotpedia.org/Walter_Armatys,Judicial offices,Judicial,County,,Lost,"242,512","120,984",0.499,http://walterforjudge.com/,,,,Republican Party,,,,,,1.0,,,1.0,,1,2,0,0,2,0,0,0,206.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Stephen Longoria,"Fort Bend County, Texas",https://ballotpedia.org/Stephen_Longoria,Judicial offices,Judicial,County,,Lost,"242,353","120,973",0.499,https://www.stephenlongoriaforjudge.com,,,,Democratic Party,,6.0,,,3.0,,,3.0,2.0,3.0,3,20,0,12,5,3,229,111,46.10333333,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Roderick Garner,"Fort Bend County, Texas",https://ballotpedia.org/Roderick_Garner,Judicial offices,Judicial,County,,Won,"64,594","39,442",0.611,https://garner4justice.com/,,,,Democratic Party,1.0,,,1.0,3.0,,,1.0,1.0,,1,8,1,1,5,1,39,29,103.83,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,9.0,4.0,0.0,4.0,0.0,0.0,0.0,12.0
Jaison Joseph,"Fort Bend County, Texas",https://ballotpedia.org/Jaison_Joseph,Judicial offices,Judicial,County,,Lost,"64,594","25,152",0.389,http://www.jaisonjoseph.com/,,,,Republican Party,,7.0,,1.0,,1.0,,,,,1,18,4,12,2,0,220,120,65.93,,3.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Joyce,"Fort Bend County, Texas",https://ballotpedia.org/Justin_Joyce,Judicial offices,Judicial,County,,Lost,"58,140","27,027",0.465,https://www.justinjoycejp.com,,,,Republican Party,2.0,7.0,,,2.0,,,6.0,4.0,,6,31,0,15,6,10,903,394,58.535,2.0,,,,,,2.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,13.0,0.0,0.0,9.0,4.0,0.0,0.0,52.0
Teneshia Hudspeth,"Harris County, Texas",https://ballotpedia.org/Teneshia_Hudspeth,County clerk,Executive,County,,Won,"1,058,919","546,104",0.516,https://www.teneshiahudspeth.com/,TeneshiaforHC,,,Democratic Party,4.0,,14.0,4.0,4.0,4.0,,10.0,,,4,50,23,5,12,10,1087,450,-2.0575,,8.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,24.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0
Stan Stanart,"Harris County, Texas",https://ballotpedia.org/Stan_Stanart,County clerk,Executive,County,,Lost,"1,058,919","512,815",0.484,https://vote.stanstanart.com/,,,StanStanart,Republican Party,11.0,16.0,1.0,5.0,3.0,5.0,,2.0,,,5,55,10,30,13,2,1159,429,40.174,,4.0,,,,,,,,1.0,1.0,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Carla Wyatt,"Harris County, Texas",https://ballotpedia.org/Carla_Wyatt,Treasurer,Executive,County,,Won,"1,059,748","546,661",0.516,https://www.drwyattforharriscounty.com/,,,,Democratic Party,,8.0,,,2.0,,,1.0,,,4,11,0,8,2,1,848,275,52.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,54.0
Kyle Scott,"Harris County, Texas",https://ballotpedia.org/Kyle_Scott,Treasurer,Executive,County,,Lost,"1,059,748","513,087",0.484,https://www.electkylescott.com/,kanthonyscott,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Adrian Garcia,"Harris County, Texas","https://ballotpedia.org/Adrian_Garcia_(Harris_County_Commissioner,_Texas)",County commission,Legislative,County,,Won,"201,803","106,184",0.526,http://www.adriangarcia.com/,,,AdrianGarciaHTX,Democratic Party,4.0,122.0,13.0,6.0,7.0,3.0,1.0,54.0,3.0,,17,279,19,126,20,114,4721,754,60.21470588,60.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,11.0,3.0,0.0,4.0,0.0,0.0,0.0,34.0
Jack Morman,"Harris County, Texas",https://ballotpedia.org/Jack_Morman,County commission,Legislative,County,,Lost,"201,803","95,619",0.474,https://www.electjackmorman.com/,ElectJackMorman,,,Republican Party,8.0,71.0,,1.0,,,,16.0,2.0,,4,111,0,80,7,24,1208,465,44.915,8.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,14.0,5.0,0.0,2.0,0.0,0.0,0.0,11.0
Lesley Briones,"Harris County, Texas",https://ballotpedia.org/Lesley_Briones,County commission,Legislative,County,,Won,"236,048","121,889",0.516,https://lesleybriones.com/,LesleyBrionesTX,,,Democratic Party,7.0,159.0,10.0,2.0,4.0,2.0,,42.0,13.0,,14,256,10,167,35,44,7005,2039,46.51307692,2.0,,,,,,,,,,,,,1.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R. Jack Cagle,"Harris County, Texas",https://ballotpedia.org/R._Jack_Cagle,County commission,Legislative,County,,Lost,"236,048","114,159",0.484,https://commissionerjackcagle.com/,RJackCagle,,,Republican Party,2.0,77.0,39.0,7.0,7.0,5.0,5.0,2.0,6.0,,7,163,45,86,30,2,1758,688,51.75285714,,,7.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0
Marilyn Burgess,"Harris County, Texas",https://ballotpedia.org/Marilyn_Burgess,Judicial offices,Judicial,County,,Won,"1,060,661","542,634",0.512,https://www.marilynburgess.com,vote4burgess,,,Democratic Party,46.0,1.0,,1.0,1.0,1.0,,,3.0,,13,68,13,48,6,1,3270,975,48.62538462,1.0,,,1.0,,,,,,,,,,1.0,,,,4.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,61.0,17.0,2.0,0.0,11.0,0.0,0.0,0.0,31.0
Chris Daniel,"Harris County, Texas",https://ballotpedia.org/Chris_Daniel,Judicial offices,Judicial,County,,Lost,"1,060,661","518,027",0.488,https://www.chrisdaniel.org,daniel4clerk,,,Republican Party,,6.0,3.0,,,,,2.0,1.0,,1,30,16,6,1,7,108,76,78.59,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
Lina Hidalgo,"Harris County, Texas",https://ballotpedia.org/Lina_Hidalgo,Judicial offices,Judicial,County,,Won,"1,081,774","549,300",0.508,https://linahidalgo.com,LinaHidalgoTX,,,Democratic Party,,4.0,,,,,,132.0,,,44,136,0,4,0,132,26550,2953,39.44136364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,26.0
Alex Mealer,"Harris County, Texas",https://ballotpedia.org/Alex_Mealer,Judicial offices,Judicial,County,,Lost,"1,081,774","532,242",0.492,https://alexandramealer.com,AlexMealer4HCTX,,,Republican Party,8.0,,,7.0,2.0,8.0,,,5.0,,8,72,8,10,30,24,4961,1423,54.84,24.0,,,8.0,,,,8.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,66.0,11.0,4.0,0.0,6.0,4.0,0.0,0.0,41.0
Naoufal Houjami,"Harris County, Texas",https://ballotpedia.org/Naoufal_Houjami,Judicial offices,Judicial,County,,Lost,"1,081,774",232,0.0,https://houjamifortexas.webador.com,ForTexasHoujami,,,Independent,32.0,13.0,,6.0,,6.0,,,5.0,,6,69,0,47,17,5,1631,568,0.998333333,,,,,,,5.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,8.0,2.0,0.0,10.0,0.0,0.0,0.0,26.0
Audrie Lawton-Evans,"Harris County, Texas",https://ballotpedia.org/Audrie_Lawton-Evans,Judicial offices,Judicial,County,,Won,"1,065,347","547,334",0.514,https://audrielawtonevans.com/,,,,Democratic Party,4.0,,2.0,1.0,,1.0,,,,,1,17,8,7,2,0,215,141,7.57,,4.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Lombardino,"Harris County, Texas",https://ballotpedia.org/James_Lombardino,Judicial offices,Judicial,County,,Lost,"1,065,347","518,013",0.486,https://1stcourt.com/,,,,Republican Party,1.0,,,,,,,4.0,2.0,,2,7,0,1,2,4,121,61,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0
Jim Kovach,"Harris County, Texas",https://ballotpedia.org/Jim_Kovach,Judicial offices,Judicial,County,,Won,"1,059,231","546,300",0.516,http://kovachforjudge.com/,,,,Democratic Party,3.0,9.0,9.0,5.0,,5.0,,,1.0,,5,62,14,19,11,18,1169,453,59.264,18.0,,6.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaShawn Williams,"Harris County, Texas",https://ballotpedia.org/LaShawn_Williams,Judicial offices,Judicial,County,,Won,"1,058,719","541,438",0.511,https://www.lawforjudge.com/,,,,Democratic Party,10.0,1.0,,1.0,,1.0,,1.0,,,1,20,4,13,2,1,319,193,71.65,,4.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,18.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0
Brian Staley,"Harris County, Texas",https://ballotpedia.org/Brian_Staley,Judicial offices,Judicial,County,,Lost,"1,058,037","512,942",0.485,https://staleyforjudge.com,,,,Republican Party,,,,1.0,,1.0,,,1.0,,1,4,1,0,3,0,45,40,65.56,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Salgado,"Harris County, Texas",https://ballotpedia.org/Alex_Salgado,Judicial offices,Judicial,County,,Won,"1,062,379","541,720",0.51,https://alexsalgadoforjudge.com/,,,,Democratic Party,,,,,,1.0,,,1.0,,1,4,0,2,2,0,0,0,206.84,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnisha Bowman,"Harris County, Texas",https://ballotpedia.org/Ronnisha_Bowman,Judicial offices,Judicial,County,,Lost,"1,058,707","526,909",0.498,https://www.judgebowman.com,RonnishaBowman,,,Democratic Party,,27.0,,,5.0,,,7.0,3.0,,7,52,1,36,8,7,244,119,47.31142857,,,,,,,,,,,,7.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,37.0,10.0,4.0,1.0,8.0,0.0,0.0,0.0,14.0
Porscha Brown,"Harris County, Texas",https://ballotpedia.org/Porscha_Brown,Judicial offices,Judicial,County,,Lost,"1,059,031","529,382",0.5,https://www.porscha4judge.com,,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Shannon Baldwin,"Harris County, Texas",https://ballotpedia.org/Shannon_Baldwin,Judicial offices,Judicial,County,,Won,"1,057,180","535,821",0.507,https://www.shannonbaldwin4judge.com,sbaldwin4judge,,,Democratic Party,11.0,35.0,,1.0,13.0,1.0,,1.0,,,1,65,1,47,15,2,735,398,59.84,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0
Zachary Gibson,"Harris County, Texas",https://ballotpedia.org/Zachary_Gibson,Judicial offices,Judicial,County,,Lost,"1,057,180","521,359",0.493,https://www.zach4harriscounty.com/,,,,Republican Party,1.0,,,3.0,,3.0,,,,,3,8,0,2,6,0,77,40,87.38333333,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
David Fleischer,"Harris County, Texas",https://ballotpedia.org/David_Fleischer,Judicial offices,Judicial,County,,Won,"1,056,416","529,747",0.501,http://judgedavidfleischer.com/,fleischology,,,Democratic Party,7.0,13.0,,3.0,4.0,3.0,,,1.0,,3,34,3,20,11,0,1042,410,12.98666667,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Mark Montgomery,"Harris County, Texas",https://ballotpedia.org/Mark_Montgomery_(Texas),Judicial offices,Judicial,County,,Lost,"1,056,811","519,116",0.491,https://montgomeryforjudge.com/,,,,Republican Party,15.0,16.0,7.0,5.0,5.0,5.0,,,,,5,85,17,32,15,21,4616,972,53.98,21.0,,,5.0,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,27.0,10.0,7.0,1.0,7.0,0.0,0.0,0.0,2.0
Mike Monks,"Harris County, Texas",https://ballotpedia.org/Mike_Monks,Judicial offices,Judicial,County,,Lost,"1,055,712","520,584",0.493,https://www.monksforjudge.com,Monks4judge,,,Republican Party,,44.0,,,4.0,,,6.0,5.0,6.0,6,71,0,56,9,6,975,358,57.58,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Erika Ramirez,"Harris County, Texas",https://ballotpedia.org/Erika_Ramirez,Judicial offices,Judicial,County,,Won,"1,058,506","542,004",0.512,https://www.ramirez4judge.com,Erika4Judge,,,Democratic Party,,,,,,,,4.0,4.0,,4,12,0,4,4,4,1258,448,48.8425,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Toria Finch,"Harris County, Texas",https://ballotpedia.org/Toria_Finch,Judicial offices,Judicial,County,,Won,"1,053,579","540,277",0.513,https://www.votetoriafinch.com/,,,,Democratic Party,2.0,138.0,265.0,36.0,32.0,36.0,,,,,36,551,297,142,104,8,9970,989,63.2425,1.0,18.0,,,14.0,,6.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,39.0,7.0,2.0,0.0,12.0,0.0,0.0,0.0,18.0
Juanita Jackson,"Harris County, Texas",https://ballotpedia.org/Juanita_Jackson,Judicial offices,Judicial,County,,Won,"1,057,917","541,026",0.511,https://juanitajacksonforjudge.com/,JuanitaJayLaw,,,Democratic Party,,,,1.0,3.0,,,23.0,,,1,54,16,0,5,33,348,209,46.71,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Dan Jeffrey Spjut,"Harris County, Texas",https://ballotpedia.org/Dan_Jeffrey_Spjut,Judicial offices,Judicial,County,,Lost,"1,057,917","516,891",0.489,https://www.spjutlaw.com,,,23weedcat,Republican Party,,1.0,,1.0,,1.0,,,1.0,,1,7,1,3,3,0,14,12,55.91,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Genesis Draper,"Harris County, Texas",https://ballotpedia.org/Genesis_Draper,Judicial offices,Judicial,County,,Won,"1,053,657","530,441",0.503,https://www.judgegenesis.com/,judgegenesis,,,Democratic Party,5.0,15.0,,,,,,,1.0,,1,21,0,20,1,0,1308,376,11.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,8.0,0.0,0.0,11.0,2.0,0.0,0.0,33.0
Matthew Dexter,"Harris County, Texas",https://ballotpedia.org/Matthew_Dexter,Judicial offices,Judicial,County,,Lost,"1,053,657","523,216",0.497,https://dexter4judge.com/,,,,Republican Party,,,,3.0,6.0,,,83.0,,,3,108,7,0,9,92,655,262,51.53666667,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Raul Rodriguez,"Harris County, Texas",https://ballotpedia.org/Raul_Rodriguez_(Texas),Judicial offices,Judicial,County,,Won,"1,055,520","539,224",0.511,http://raulforjudge.com/,RaulforJudge,,,Democratic Party,20.0,4.0,,17.0,2.0,17.0,,85.0,,,17,316,0,127,104,85,5234,1057,30.38176471,,,,,,,,17.0,,,,,,1.0,,,,,,,102.0,,17.0,,,,17.0,,,,,,,,17.0,,,,,,10.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Je'Rell Rogers,"Harris County, Texas",https://ballotpedia.org/Je'Rell_Rogers,Judicial offices,Judicial,County,,Lost,"1,053,356","519,533",0.493,https://www.jerell4judge.com,JeRell4Judge,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Nile Copeland,"Harris County, Texas",https://ballotpedia.org/Nile_Copeland,Judicial offices,Judicial,County,,Lost,"1,071,283","523,089",0.488,https://judgecopeland.com/,,,,Republican Party,,,,,3.0,,,121.0,,,4,154,12,0,3,139,698,260,37.61,17.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Rabeea Collier,"Harris County, Texas",https://ballotpedia.org/Rabeea_Collier,Judicial offices,Judicial,County,,Won,"1,070,195","551,221",0.515,https://www.rabeeacollierforjudge.com/,,,,Democratic Party,9.0,12.0,15.0,5.0,1.0,5.0,,3.0,,,5,105,65,26,11,3,1160,345,22.068,,50.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Nathan Milliron,"Harris County, Texas",https://ballotpedia.org/Nathan_Milliron,Judicial offices,Judicial,County,,Lost,"1,070,195","518,974",0.485,https://votemilliron.com,MillironTX,,nathanmilliron,Republican Party,,,,,1.0,,,37.0,,,2,45,2,0,1,42,61,48,67.18,5.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Tanya Garrison,"Harris County, Texas",https://ballotpedia.org/Tanya_Garrison,Judicial offices,Judicial,County,,Won,"1,069,164","551,298",0.516,https://tanyagarrison.com/,,,,Democratic Party,,,,1.0,1.0,,,12.0,,,1,18,1,0,2,15,358,201,31.28,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Robert Jackson,"Harris County, Texas",https://ballotpedia.org/Robert_Jackson_(Texas),Judicial offices,Judicial,County,,Lost,"1,068,438","520,611",0.487,https://rhjackson4judge.com,,,,Republican Party,3.0,,,1.0,3.0,,,2.0,,,1,9,0,3,4,2,55,43,85.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,19.0,0.0,0.0,11.0,0.0,0.0,0.0,55.0
Gemayel Haynes,"Harris County, Texas",https://ballotpedia.org/Gemayel_Haynes,Judicial offices,Judicial,County,,Lost,"1,066,738","532,031",0.499,http://www.haynesforjudge.com/,gemayelforjudge,,,Democratic Party,,,,1.0,,1.0,,,1.0,,1,4,0,1,3,0,6,6,90.77,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katherine Thomas,"Harris County, Texas",https://ballotpedia.org/Katherine_Thomas_(Texas),Judicial offices,Judicial,County,,Won,"1,067,765","543,703",0.509,https://katherinethomasfor184thjudge.com/,KATforjudge,,,Democratic Party,,,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,12,11,-75.06,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Beall,"Harris County, Texas",https://ballotpedia.org/Andrea_Beall,Judicial offices,Judicial,County,,Won,"1,068,093","553,888",0.519,https://andreabeallforjudge.com/,BeallforJudge,,,Democratic Party,,,,3.0,4.0,3.0,,6.0,1.0,,6,18,0,1,11,6,1416,476,25.92,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,7.0,7.0,1.0,5.0,0.0,0.0,0.0,21.0
Erin Lunceford,"Harris County, Texas",https://ballotpedia.org/Erin_Lunceford,Judicial offices,Judicial,County,,Lost,"1,064,677","530,967",0.499,https://judgelunceford.com/,,,,Republican Party,,32.0,,9.0,,9.0,,,9.0,,9,84,0,48,27,9,1752,454,51.43444444,,,,,,9.0,9.0,,,,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,15.0,4.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0
Beau Miller,"Harris County, Texas",https://ballotpedia.org/Beau_Miller,Judicial offices,Judicial,County,,Won,"1,063,411","549,595",0.517,https://votebeaumiller.com/,VoteBeauMiller,,,Democratic Party,1.0,24.0,7.0,5.0,1.0,5.0,,15.0,1.0,,5,60,7,25,12,16,1062,401,65.904,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Shuchart,"Harris County, Texas",https://ballotpedia.org/Fred_Shuchart,Judicial offices,Judicial,County,,Lost,"1,063,411","513,816",0.483,https://electfred190.com/,FredShuchart,,,Republican Party,,32.0,24.0,22.0,,22.0,,,7.0,,22,165,46,53,51,15,5703,1154,39.55136364,15.0,,,22.0,,,,,,,,15.0,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,31.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,17.0
Beverly Armstrong,"Harris County, Texas",https://ballotpedia.org/Beverly_Armstrong,Judicial offices,Judicial,County,,Won,"1,065,132","539,818",0.507,https://beverlyarmstrongforjudge.com,,,,Democratic Party,8.0,17.0,3.0,7.0,3.0,7.0,,68.0,13.0,,24,129,0,28,30,71,3792,500,2.73,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0
Brian Warren,"Harris County, Texas",https://ballotpedia.org/Brian_Warren,Judicial offices,Judicial,County,,Won,"1,063,742","549,714",0.517,https://judgebrianwarren.com/,,,,Democratic Party,,7.0,4.0,3.0,,3.0,,,2.0,,3,19,4,7,8,0,1269,309,20.95333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
